event_id,user_id,session_id,product_id,quantity,price_per_unit,currency,timestamp,device_type
adfb1288-09c7-4f22-a13f-9d9b761ba1fe,52501369-41a4-41cf-8ccd-178f9a2d289a,2d5c02d1-bae8-4e90-be8e-3f828888ffe3,B073234XYZ,2,412.97,USD,2025-06-19T15:25:31,mobile
eea85d38-f50a-4156-b90d-68d3dd3d3719,3a0485b9-9ce5-4695-931b-e81b52489232,d464a049-a47d-4b52-97c4-60bd490aceb0,B077757PQR,1,66.96,USD,2025-06-30T08:56:06,desktop
6edb55d7-329a-4d60-8927-08f92be5c470,4ea5fb54-0bb0-4164-8524-e01492b0d28b,29878893-99e7-4a88-8b52-992ea47c99e2,B076134XYZ,1,405.1,USD,2025-06-12T07:11:22,desktop
05c1d7ed-0a5a-4713-9c9e-3fc2704cad1b,82c9a035-b052-4d6a-9f14-52960de3ee28,5f5e92af-c860-421a-8beb-704e020eb36c,B077138ABC,5,81.78,USD,2025-07-05T16:54:50,desktop
f8ca48b2-86be-4518-8b96-fb81df6c781f,2cc68456-6774-4d99-8626-c5d7923ee90c,055e5096-784f-4828-90b3-8ac295d97ea2,B075881ABC,3,403.33,USD,2025-06-26T16:41:36,mobile
6d43287f-3ec5-4e2c-a611-1c3c641cd091,ec3fa0f6-76c7-4e7c-ad98-adfbbe725d39,f36bf6a7-9f6a-43da-ab60-724417f5b94c,B077985PQR,5,221.46,USD,2025-06-27T12:36:05,desktop
28b35485-0944-4446-ae4b-fc97b62ae3c5,6e2c12d6-6814-438e-98d0-c3706ebe4983,c6dea02f-6e37-4f36-b716-9badcca96134,B075389XYZ,2,17.18,USD,2025-06-15T16:04:03,desktop
bb948bf2-9309-43b6-bd48-8fff84194e6f,208d6dab-480a-4108-9c92-bd47df86a9d8,461a159c-e70a-4c9f-bad7-f15b12e38b3c,B073538ABC,2,158.39,USD,2025-06-28T09:41:31,mobile
7faabc26-c0db-4409-8e0b-363734e97f7e,20336939-9324-49c2-b744-7905783f76ed,fad5eacf-787b-4e6a-8ce1-5ab3e06dd470,B079453ABC,3,306.88,USD,2025-06-24T15:44:10,mobile
4d45beb9-cc42-4c3a-95a0-af773197139f,f16c3de3-637b-4fb3-b8b5-486642a6d15d,3dc61468-eb96-4e8c-ad7c-61f973815364,B078378ABC,1,440.29,USD,2025-06-29T13:51:15,desktop
43455c2e-2f3e-4d08-86d5-a4af65f63237,9ee22850-950d-477c-830e-97172ecd8a55,b1354e65-9fd8-4724-9e41-a8d87164cc75,B072801ABC,4,88.98,USD,2025-06-12T11:32:49,mobile
c9d2ac14-fbed-4b4c-8595-1d66e9249816,3ceb4fe1-e52b-4620-9555-eec9d2626826,73d85cf0-fafb-4ff4-887e-c37084ea7b64,B077223PQR,2,449.3,USD,2025-06-09T06:21:32,desktop
5fccea65-ab8a-4a46-a591-d80b9ebb2cea,a2cc8bde-848a-4c5f-a3de-429070a7448b,6acc253d-372e-4c64-9f17-77c7ca7c9ba0,B076224ABC,4,422.75,USD,2025-06-22T16:07:09,mobile
84c733ad-a443-44d9-a681-06b48cd5b026,f6cd9997-b607-440e-8cfd-923ce3976ed7,de72ad8b-6a24-4313-940a-bb542ae06161,B073972XYZ,5,80.75,USD,2025-06-23T20:21:41,mobile
bd423c60-9171-45dc-86c9-8c106382184b,c3ac9158-0844-46bf-ab18-df14e8b34a33,9ed39750-3998-4a40-9f1b-049efb270fce,B074710XYZ,3,367.07,USD,2025-07-05T15:23:00,desktop
a400504d-fe66-4880-8f63-308a6f5e3818,38de7a87-163e-4105-8164-4d765102cbee,3e3ca11d-daca-4cdc-89c3-03181cf1577b,B075657XYZ,4,276.34,USD,2025-06-22T15:43:37,mobile
0cbb9056-067b-46b6-a997-14b9af902bc8,96766a99-e6c0-4f11-826a-c0703c6f2f69,8dd1dd0c-ea09-43bb-8ad1-379d0fdc1b24,B071314ABC,3,229.87,USD,2025-06-14T07:34:04,desktop
45a133f5-2c4c-42c1-a17b-6955085c3210,f9e9d777-71ed-44da-abe7-335803567224,eb20534a-e831-4f81-9433-6e1df5d35a8a,B072524ABC,4,475.39,USD,2025-06-30T09:27:26,mobile
dc50192f-fb6d-4915-985b-2cf09ea84dba,1011968e-8613-4e1a-9ea1-c2ca0301da11,c5ef75fa-cda3-4f0a-aacd-43582570297d,B072541PQR,1,420.36,USD,2025-06-10T03:31:22,desktop
8866a5fa-c585-4415-975b-89a87f8a6fa1,d02f4892-77f6-428b-a3a3-7e76934e8eee,fa13a620-da34-4072-933f-7c9b148010b4,B077144XYZ,1,203.47,USD,2025-06-19T06:46:17,mobile
c130525a-bb90-4e3e-b000-7bfd4abbbe43,8672f14d-a97d-4b35-b494-be9a2d167f02,8dd6de7f-f4d9-4710-a9ee-b5305a9f18a4,B071611PQR,5,383.58,USD,2025-06-13T03:13:31,desktop
f07c6928-205f-4eaa-b9b5-ff0e66f20a7e,4b8bea50-adee-4898-8604-ee273532134d,3b7e6d15-bf02-484b-b46a-d76d3ba86897,B073264XYZ,4,105.79,USD,2025-06-09T17:23:46,desktop
43657338-3659-43e6-96fa-f493c2a2d5c1,1f1c20d1-6661-4c5d-83fa-6f4f87cc641a,c3f20eb0-63f5-4e88-a3aa-cf61b25944f0,B076267XYZ,4,15.65,USD,2025-06-29T08:54:05,desktop
a8f9dd6c-034b-4045-8f83-c770f1aafd9f,7d885d21-fe51-49a7-823a-d90433c83765,16080190-562d-4b36-8878-fe0df74faa91,B077285XYZ,1,183.64,USD,2025-06-15T02:45:18,desktop
5fd85e6b-a90e-4f51-a1b6-100fccb9248b,4b467cf4-0814-4ea3-b146-19f9746422ba,8a7f3621-9d43-4060-bf0f-6e938618fd6b,B071819ABC,1,134.63,USD,2025-06-22T22:32:28,mobile
fc6e27e0-ac70-4812-8758-37ff3d2690da,26c451ac-c539-4faf-9dfa-a1774aaf4ae9,81de10ba-fb6e-47d5-aa6c-7325d996e53a,B077577PQR,1,493.02,USD,2025-06-24T15:26:20,mobile
a56f03e3-63b0-4c9d-8e54-e295658544e5,332e739b-1b11-41ed-b2e2-de8ddc7feab4,1f81df2a-d4e9-43ff-a282-8d03a7a54859,B071269PQR,5,451.04,USD,2025-06-22T11:07:57,desktop
98a4b44e-0b35-4991-8e21-35456c7acdbf,5e7e8db0-e675-439b-b97d-960008f76177,65f3cfa1-55e9-4f07-b4cf-cedef8ea2a68,B073587ABC,4,315.21,USD,2025-06-16T07:05:59,mobile
2c710aa1-d158-4c5b-8b84-1c8537b06a2b,173ba71b-5377-4382-9546-b4268b4570af,2016c3a0-0cb1-4ff5-9dc1-c64d9ddb1b92,B071742PQR,5,100.58,USD,2025-06-29T22:43:49,desktop
8337832c-2a61-4d22-851a-c1ae88abdb7d,01d0c8c5-989a-4208-91b0-37007d5deb25,9e7ad5ff-fa70-484e-a153-674567231689,B079792XYZ,5,158.63,USD,2025-06-21T06:29:09,desktop
9e8f24af-931b-4d5c-a425-aecb141453af,d8458103-02dd-4633-8030-7d2a789face2,19f57e4b-307a-4889-9cd1-825255b3cb04,B077414ABC,1,90.01,USD,2025-06-11T15:26:27,mobile
b173a693-fffa-4eaa-bd91-4d1f22cae98f,3726d07b-c0f9-4772-99e9-b2294463d182,dfdf042e-1de7-422e-ae52-45b83c33a27f,B079937ABC,1,250.18,USD,2025-06-06T12:16:44,mobile
912cb61b-f256-4abc-a220-cbc2ed7a596c,bf1cce84-308e-4eb8-a6b6-97da0fa345d0,3e75b13d-3bba-483a-95b9-ed9be508091b,B078537PQR,5,299.5,USD,2025-06-30T05:50:43,desktop
5f1b68b5-8bb7-4920-aefd-6fef12e67eee,a324df45-ab17-4639-9647-776e9af07371,ace17e76-04c9-4563-b1d5-d42efea89380,B072538ABC,1,410.45,USD,2025-06-26T15:45:59,desktop
5c969b18-5519-4b97-8677-54d6c3e513c0,f934732a-683d-4ca8-af6a-0b8d9e9f1810,372ecfbf-b264-4fa6-87ee-c31ad0e9ec7e,B079895PQR,1,433.37,USD,2025-06-25T10:32:24,mobile
0108f594-9352-49dc-b118-6842b3806810,167241c8-2cd4-4268-98c2-7797660de06e,dfecb6de-b0ad-43b6-b4c2-303b0edfd383,B075511PQR,3,132.55,USD,2025-06-17T16:32:54,mobile
f1006f2a-2052-4f55-9e7c-ce56ad0e45e3,37395d8c-c6c3-4b1a-ac04-7cbf4b293e52,3fdc18b7-cbed-43f8-bb18-d127969adf81,B074978ABC,5,225.44,USD,2025-06-26T04:50:51,mobile
9eafc370-512a-4044-878a-6dad00336798,9f0cb0d7-84e7-42ce-9365-eab24af216be,aa88cb7c-1b52-4345-9dba-1db036c30386,B073974PQR,5,486.48,USD,2025-06-23T15:34:28,mobile
75b71778-13f3-477d-921f-ddb145008801,31c46126-3fd0-4e3d-b937-b9843eb4d3b8,a01fc452-2871-4fc3-b740-2a8e39769874,B072073PQR,4,117.62,USD,2025-06-29T00:54:56,desktop
b1219600-08a8-48c7-a014-0b51edab9223,40332c36-e253-49ca-bf52-dedbc60d98e8,51c48ef7-33df-45c3-b01c-4e4a5cc37880,B075421PQR,5,81.37,USD,2025-07-02T04:55:11,mobile
ea253ceb-10f9-46f0-a78b-3442cfc091ed,b006aea4-d339-4354-bb8a-8392fe61e71c,4191a3a1-9d9c-4ea9-955d-df4071d5bc57,B072464ABC,3,194.84,USD,2025-07-05T01:53:13,mobile
63cb21c3-8d80-49f8-87f6-7cdcfd7cd9e5,4dc52eef-8488-4c2c-a8c6-4dc151462b92,a14def39-8d1a-4205-ae24-deff94132ae5,B078034ABC,5,399.64,USD,2025-06-08T13:18:33,desktop
6d1fec58-ce84-4a99-bb48-a9032343af25,cf9174c7-448c-45b3-bd71-0aaf31ddd9a7,c08094b2-ee46-4104-9111-67c95806c287,B073387XYZ,5,440.65,USD,2025-06-30T00:32:22,mobile
e0ccbbdd-a7af-4ce1-a2b7-ca1a0057e5b4,fe70505d-226f-45bf-900d-f15eeed86903,08bd99d5-1ef8-44e0-9c73-7721a396ae21,B077479ABC,3,201.6,USD,2025-06-09T22:37:05,mobile
e8a38c1a-bfa3-462e-b497-72168c8c2472,98d3102c-bf3d-409d-b32e-e05e00eaeb97,37f20e95-6634-4d08-b806-f1454fc8f616,B075747XYZ,1,343.75,USD,2025-06-30T20:19:51,desktop
b0716375-2650-4686-889d-94bbb7c3a1df,26973f46-3ec4-4d53-b858-ac0db8952d99,87d7a7c0-505f-4ad2-99ab-33f737a34450,B072106ABC,5,86.74,USD,2025-06-22T09:41:32,mobile
81d6ba6d-fa38-48e4-8722-ace5d45cd2ac,974ff1b8-a110-4682-a8b6-1a4320d732f0,e0fc58d3-1e3a-4c2b-a1ee-3d99916527ef,B076607PQR,3,481.18,USD,2025-07-04T09:55:55,desktop
b8391188-5fc7-40bc-9bde-59eee0317c1e,1650410c-fca6-43e3-9fd6-27b76b66b4ac,b7bf918f-7b78-492c-afdc-51e5ac585bff,B079382PQR,4,8.03,USD,2025-06-08T17:02:29,desktop
5339e805-cd3a-46a1-b1c3-a61aeeff0131,af57f4dc-4f18-4320-9156-ce6a8ce90acc,7a506616-8927-476e-8bad-9dc2f3956e7e,B079796PQR,3,280.29,USD,2025-06-14T02:17:53,desktop
e3bef5f9-f3f2-497b-aa7b-9d4701c78fdb,ac54cd05-856a-4e2f-8363-1a329a4f7ba9,a1a64e99-0113-4e5a-ac69-5f0d7e059941,B072400XYZ,5,209.16,USD,2025-06-30T23:28:37,desktop
1c98dc33-f4ce-44e2-bcad-165c033b40ae,e04f9bfb-9cf3-4fc7-ac80-29f65deaaeac,d5df6451-2432-4098-9105-5ce23fa03253,B079676PQR,4,95.92,USD,2025-06-29T06:49:38,desktop
89fa3d70-d221-4637-8614-9290360cf201,00da2589-3d65-4cb4-a601-f4561105ad22,392eea6c-2092-48fd-aad7-53dc7147c21c,B075282ABC,3,400.86,USD,2025-06-16T22:19:48,mobile
eaaf6061-866e-41ed-ac63-4388b08d13f7,69cc4732-afd5-44fd-af7a-3cfbdcfb0da4,21f8a930-4241-4bf5-94bc-5b6ec61db201,B073320ABC,4,373.52,USD,2025-06-10T13:54:11,desktop
ddf99607-8e94-4cb9-aa29-ccae6d6a203c,d18fe7bd-8058-4c62-a301-5b86b45f7ad4,0e6c2ec2-d828-4116-a603-304012bdcf1d,B073459XYZ,2,7.81,USD,2025-06-17T23:24:00,desktop
6b96a23c-a2ed-471c-ab96-01417f4f8876,f1e715c3-f11d-4078-bebd-9cec044f5a01,fbc81049-0e67-470d-ba17-103b65710992,B072675PQR,2,467.81,USD,2025-06-30T09:54:17,mobile
2d028cae-2517-4bd8-a26c-624c9bb79c8b,2a372458-4447-456d-8a04-2dfee395a4c0,863410e6-201f-4c2b-a3c6-3e4195adc3e2,B071676ABC,1,257.3,USD,2025-06-21T14:16:24,desktop
dd30ab6d-3141-4308-8a40-aeb108a3d150,3174a139-04c6-48a7-87a0-c7c9fd07c6d0,39385ce2-d642-4db6-ac09-0498a46c18c5,B076931XYZ,2,38.81,USD,2025-06-26T21:40:24,desktop
c57b676c-6653-4a37-b1fa-eb78332c5a25,e6aaa4e4-7c7e-4c0d-804f-8c77f6694112,86ade307-0e6b-43bd-a85f-d33427041b7b,B078652ABC,3,398.22,USD,2025-06-29T22:45:09,desktop
f1a75278-32fa-48a7-a524-1378d98fc338,a00ab31d-4b47-447f-9f5c-0b148f36ba49,77f530da-f98d-48a0-a563-eded1090f464,B079726XYZ,2,221.07,USD,2025-07-01T12:14:02,mobile
859b9cf3-8545-4799-933f-fef7d2a1f9c8,854930ee-6659-497f-936c-cd07cedfae8e,0de795ce-2335-49c4-80eb-a492a87d785f,B073158ABC,2,347.61,USD,2025-06-20T18:35:45,mobile
7b70285a-2524-4229-a6e9-ffdeef104a1e,2e625f4b-e2b3-4e77-9782-3dc703a47f5f,2c9eaa93-a7de-493b-875b-80fc24f31c8a,B074480ABC,1,172.24,USD,2025-06-10T09:55:11,desktop
6b5443a7-5e51-49e6-82fc-c87de2e40778,598b20e1-7ffe-4555-9882-5b75dda97944,064be328-126e-4906-93a1-807eb0c652b7,B071613ABC,1,139.94,USD,2025-06-14T06:19:06,mobile
1e35a219-089b-47fb-a113-f4b84e0e7db3,dfeea571-e98c-432b-b39f-701a48cef7b5,c323cae7-2e4a-4f9e-a32d-c165d2503384,B077937XYZ,5,75.93,USD,2025-07-04T01:20:53,desktop
dc42192f-a13c-4f9c-bf0b-19b39a805d57,2012754e-9376-403d-94c4-8b6f2dfafd7d,75afcfee-4e88-4571-aa0b-bcab062a69f8,B071360PQR,2,457.53,USD,2025-06-07T12:18:37,desktop
3dd10c55-9e8d-431a-b5f3-463dd6931845,f1b30a03-1a8b-4715-bf0e-fc3aef0bd194,2fdfee7a-6ec7-49cf-86cb-4b86e73bda8e,B071482PQR,2,120.73,USD,2025-06-14T03:29:52,mobile
a8f9740b-536b-40e7-8bb4-2ef658afcf5e,39cc303a-27ac-4437-9a5c-078da1a471d2,4b5aa3ac-3f98-4146-95e6-08acf6227535,B079274PQR,2,134.16,USD,2025-06-07T13:52:05,desktop
dbbd98f4-c6cb-47cd-b67f-507728a9e3dc,f19ef269-8248-43a0-ac50-1d9ebd1ff583,45a9d265-9b21-443f-876e-eeb7158e31a1,B074180PQR,2,317.79,USD,2025-06-09T10:37:24,mobile
13fa5568-a5fb-42e0-b811-28f5306cac11,8d342096-26e8-4c1d-a4ad-8d19c147809b,9ee258d4-9830-4ec8-9f55-ad1be37b0743,B073439XYZ,3,323.63,USD,2025-06-18T15:29:51,desktop
fcd74865-2d2c-47e6-9afc-0517108f88dc,eca71d06-d0cd-47f6-82a9-0aee4f96cf9e,c707b453-e84b-48cf-ada8-8e30942908ac,B071499XYZ,1,150.16,USD,2025-07-05T17:31:37,mobile
d64147fb-1dd6-4c78-805e-8755944d8e5b,73671ce8-c1b1-4997-b32e-761871be1383,c4bf0318-bbc0-4e8d-bd5f-870b2e68c50e,B076441XYZ,4,261.69,USD,2025-06-28T00:36:44,mobile
ce12829e-f3eb-415c-8730-d32de0e1e5a3,282255d4-2c48-46f7-903c-0751ec670e54,926cefaa-db4c-4983-98d3-e1f1124b8315,B076664PQR,4,433.76,USD,2025-06-11T03:14:39,mobile
573457d6-26e3-4b31-9ce2-2964cc875107,fd74074a-788c-476c-8ef4-9008954e2a3d,122ed0f9-28df-4b6e-bf00-1bcfd167e83c,B073745ABC,4,12.13,USD,2025-06-25T16:31:40,desktop
d8fda269-b594-4c0f-af1d-212fbbe08969,3a9dd7c7-c7af-48ea-8f56-f89707be74f3,4004a6c1-7b2f-45cd-805c-89f0bae8b105,B072439PQR,1,470.03,USD,2025-06-11T19:58:07,desktop
66f6131f-ad4b-4185-82f5-cf4f3eef8e13,ab4c7fee-e740-4db0-a76d-956e3be06ff4,8280416f-56bc-498c-84c5-dda60ea1e1cd,B071296XYZ,1,270.13,USD,2025-06-15T05:56:16,mobile
750903bb-0a90-46e6-89e1-3a96052538da,b5cab3fe-7aab-4f2a-8996-317aae20148c,1f262f1c-b51b-4808-8c05-a49c4317bdbe,B076312PQR,4,280.72,USD,2025-07-06T04:35:07,mobile
41cd2ff0-2c97-49a9-8375-e82002c9925c,aab6f5cb-bbd1-40e4-a131-1b35c51ac9da,30f3886e-aafe-49f4-a43f-3d8c04ff0106,B072499PQR,3,80.53,USD,2025-06-27T22:39:06,mobile
3a4a362b-d4cd-4c72-94b4-0917eea20e4f,808d477f-5172-4263-a08e-f63c92b2f87b,609a970d-ddfb-40d7-8b96-7e280310553f,B076877XYZ,4,250.19,USD,2025-06-11T11:00:04,mobile
3c0d860f-b372-4577-be8d-bc951c4bdac4,ec7dc065-b608-4f66-b2e5-2991537b6872,4341886d-ec14-4e30-bcb4-e2ff63c08fde,B074021XYZ,5,401.74,USD,2025-06-27T07:08:04,mobile
fe82f33c-2e10-4a34-b740-f04d6af008b5,586ee795-0f4f-4a93-b47a-969a68360617,57f988e8-c1f2-4f2b-b718-b036c9c2a400,B073905ABC,1,359.15,USD,2025-06-09T03:17:44,mobile
0bbc0933-76b7-4f78-9dc6-b7d2fb7a8d66,746f5b0d-9546-4f60-9f54-7e1cf42433e1,06b26183-2070-42f6-9d91-b157aff410fc,B078766ABC,4,302.99,USD,2025-06-25T08:33:36,mobile
0828df7e-28e2-4f7a-917e-b8a0031af2b4,812f87ae-b90b-4f58-ae4d-72f8a9cf2971,cbfe3ad1-a3f1-4afd-bf40-709df05cab32,B074375PQR,4,227.66,USD,2025-07-04T06:15:24,mobile
864c8511-91b6-4fae-974f-f997e5af9e3a,c71d3c42-ae81-4d84-af32-0b5a891180e9,8507f79f-bed5-4e21-af28-d3d3d0dba06e,B076565PQR,5,417.38,USD,2025-06-11T04:42:13,mobile
a700afd7-fd04-444f-a2dd-7fff22ae4a08,9db3e612-e0fb-434b-9933-fdc60a2bbd66,e218aa96-14eb-48b1-a1cc-9f23790a2db9,B071065ABC,5,429.38,USD,2025-07-03T20:49:07,desktop
1cdbe381-4a6d-4a63-b594-1129c99c2c4b,1a502b40-5283-429d-83d7-b0aaf4efba73,53f37ef4-553e-478b-81a9-92ea16bb7047,B076490XYZ,2,370.89,USD,2025-06-09T06:49:59,mobile
dab78530-4ae7-4519-bb9b-fe0de1bb1443,eaf4e96f-edc2-4658-a5b8-efdfa6efacd7,5a047049-9870-406c-8a78-af66309b8891,B076182ABC,2,326.02,USD,2025-07-04T13:07:03,desktop
d3fedb5e-1e7f-4a93-a3bf-be8a03f36ab8,ff8e14f6-9041-48cd-82be-56bbf2b03228,fadf224f-3dba-44ac-9a07-61d2680a856b,B075384PQR,3,67.68,USD,2025-06-12T01:12:27,desktop
fb4dedb6-6c1d-4f22-aa05-39f30baffdfd,eb9d1abd-3ead-4066-ac25-19c7e277b445,d824d3e9-48b3-49d3-aa0d-578b7c1d47f7,B072766ABC,4,405.69,USD,2025-06-07T21:56:04,mobile
5f83e448-7c16-442d-9da1-ab8c6504500d,181a0836-b646-48df-8490-9baf5ddb31c1,e75bb443-e6d4-44d6-a053-923e4f7a4f86,B077732XYZ,2,378.88,USD,2025-06-28T02:50:27,mobile
e4305c9a-c312-4bbe-90e7-454df7a43274,991bc6cc-9888-4fca-a290-79fb1471c586,d7ec719c-0595-4132-8dac-f5998ddeff90,B071569ABC,2,139.86,USD,2025-07-05T06:34:21,mobile
370d6cc6-f202-42e6-8cb9-22c3759a3249,c0fb01a2-0aae-46e1-b52f-1871a36428d7,16c29876-4160-4701-aafc-7f30a7b7e20b,B075218PQR,3,29.11,USD,2025-06-14T23:28:09,mobile
3e0d3b9d-91fc-4c34-b594-8089c795c0d4,2ffd9fc0-6362-4635-80b7-985c7a8b7582,37e7a2b4-4c99-4619-85a6-261f4a0dccce,B079690XYZ,5,221.72,USD,2025-06-09T14:12:07,desktop
6d58984c-5e1b-4d2b-b4c9-4a17d4d767bd,2febd667-6b3d-4815-9107-94137246c897,f6e5b278-1fa5-4309-b65c-6d624e40e60b,B071663XYZ,3,219.5,USD,2025-06-19T16:03:21,mobile
e29d1b3e-bde0-4556-92e9-013dc79d1253,7f2ed66d-db35-4f2d-b0ce-ec88c2314622,418c868a-aaa4-4f9f-9057-30008a5ce9cd,B076033PQR,2,90.99,USD,2025-06-17T07:18:36,desktop
d8dfa774-b9f0-48f2-84c0-8c3f6be940c4,d65d637f-62bc-43ee-995c-2d01461c4293,a81b6a93-2ac7-4a07-856b-7976df4f81f2,B076548ABC,1,7.2,USD,2025-07-03T08:31:07,desktop
0e320021-3bf1-4fc5-b27a-c7f02c9619e2,2b031bd3-cb5f-4686-9484-06bb104d893d,87535fd4-76db-4942-bdee-2d525bc6941d,B077864XYZ,5,29.88,USD,2025-06-14T00:09:36,desktop
130822e7-f9ef-4752-a613-888d57a53312,c5327dfb-e6ba-4c21-bfa4-fad08b35b0d4,aba2a4a6-3f4a-4929-8b09-d8a9bdfa8913,B073762XYZ,3,378.17,USD,2025-07-04T07:51:43,mobile
81bb8722-9723-4b00-9bd6-64adab98c059,edd0a132-e2c7-4d71-8004-6cd4b71100ad,8784ef1e-5104-46d3-9380-bce86daffa55,B075632ABC,5,185.7,USD,2025-07-02T13:58:20,mobile
8b7003b8-512d-4d86-a8f7-415373b35e23,f0a27ac0-cdc8-4faf-a8bc-b5491687a89f,3f1dd51f-7538-4180-84d3-c97b1fa95b4a,B073104ABC,1,160.75,USD,2025-06-20T20:03:43,mobile
99ea3958-868a-4d03-a8ba-7e11fe8f80e3,43f2a212-197a-477d-b736-3b68d3215bcf,7c36b053-5b2c-4e17-a3cb-78978102b5e2,B071097PQR,1,205.79,USD,2025-06-17T03:05:22,mobile
a9824712-84f2-4309-a99d-7a23b3b9c7b7,20a78b5c-7064-4a1f-a086-0063c0016e9b,d6a6b7fb-64d6-4538-ae9a-01acfa220920,B072260PQR,3,283.49,USD,2025-06-28T10:36:34,mobile
96354ce6-7433-49da-b802-01d775028e59,26dd3b3d-e3cd-46d9-828c-0e5ebaf64e24,877f98fc-94b9-486b-8fba-b2486e321212,B078543PQR,3,398.2,USD,2025-06-09T01:24:28,mobile
ea5ef98c-7ee5-4a63-bcf1-f699f6c68324,7758b30b-36e4-4ba7-a8f0-c7d9e91ac5c9,0c2223c6-1f2b-4862-8c2e-9ee0473c6f3d,B077402PQR,1,23.25,USD,2025-06-19T15:23:53,desktop
b51ac5ca-f338-452b-afbf-6847bc60f889,338fa8fc-52b2-4394-bbed-3b208421c22a,28fb796f-99e6-4de6-892e-0935f5718b7b,B072362ABC,5,444.91,USD,2025-07-02T11:04:01,desktop
39fde515-dcd4-45fd-87e2-e032c76e2474,b3fd4233-1e77-4c93-b804-13814a057beb,653802f5-f29a-4cea-98b4-8fb465055b96,B073463XYZ,1,478.04,USD,2025-06-17T08:57:54,mobile
17cd3285-c0f7-4d92-a048-86b8dbc3f2a4,324aad49-004c-47a4-ab16-a9996a47679e,612a8c86-afff-445c-a596-d2d988f2a09c,B073710XYZ,3,238.83,USD,2025-06-12T06:53:43,desktop
ef821043-8c55-433b-b1d7-d67a7f12bd4a,32d3e486-adda-48a5-bf8b-f668f1fb6e4c,a12ce885-2ae2-4548-9c5c-441b25256108,B071091XYZ,4,398.52,USD,2025-06-13T10:00:34,desktop
2dba1fed-c09a-483c-8598-0e2de2840992,6d8f2af0-b82d-4a76-ae88-cd577a504912,1225aa68-12a3-42b4-9df4-ea8083be9295,B074309XYZ,1,457.55,USD,2025-07-02T02:39:15,mobile
f94b2519-38d5-47be-bd48-93e114fe3028,ad92483b-99e9-4429-aa38-df763c8e1fbc,37ac3a7f-afbc-40dc-9324-80ed0dd4250d,B079152ABC,3,425.81,USD,2025-07-05T04:01:58,desktop
7335c4d0-aef8-4a6e-a4f8-034b3030b2a8,712aecd3-40b5-4ce8-8f3e-a3a1fd33b48a,e0452211-0288-4c78-93c3-22684d9149d2,B077711XYZ,4,203.24,USD,2025-06-12T05:37:56,mobile
34c97ae3-bea8-4908-983e-6600dee97304,43d09b17-d360-4dbe-af01-a996b779f2c8,d476eef5-73c3-416b-8210-1499398a5a50,B075068PQR,4,290.38,USD,2025-07-01T08:17:37,desktop
