event_id,user_id,ad_id,campaign_id,clicked,timestamp,geo_location,device_type
a1b239e7-f1d7-439e-a39c-6e7db1f4e666,4b57f2f6-c140-4fb4-8b19-5a2f39b1b4ed,AD-9845,CAMP-588,1,2025-07-02T15:49:31,"Kruegerburgh, Andorra",mobile
42b30698-d391-4ba5-9776-2a215823ed4d,3528d501-7a9b-41f4-bd10-5270880af383,AD-5386,CAMP-660,1,2025-06-13T23:37:34,"Steeleton, Djibouti",desktop
27abe184-5fd7-45f7-b9ce-f9539195106f,7883a83a-2f1d-4526-aed5-af7526e635ec,AD-4092,CAMP-324,1,2025-06-11T13:29:38,"New Brittanyhaven, Mauritania",desktop
1ecf7336-c750-4d2b-960d-5a8186b6806c,acf4689b-75af-4a43-b9a5-90aeadf62abb,AD-8260,CAMP-162,1,2025-06-17T02:27:05,"Candiceville, Macao",mobile
62c49bc3-195b-49a7-9392-66127cd7d114,a59b858e-464c-4d00-bc37-c2ecef870a78,AD-8521,CAMP-684,1,2025-07-03T17:48:30,"North Charles, Taiwan",mobile
0ec6dd95-e21c-476a-b1e5-18df1e2a0afd,94671f4d-6015-4950-a263-1bf9b0364e3b,AD-7721,CAMP-749,1,2025-06-27T20:07:41,"Lake Aaronview, Spain",desktop
89ec9931-2416-453a-b5ec-53c1d74bd8fb,5b4aaf88-12dd-4779-a671-5ea054136448,AD-1659,CAMP-473,1,2025-06-13T12:19:14,"North Kimberlytown, Montenegro",mobile
26a68211-75f7-4612-bbb3-42ec3d6362f5,5d574ee8-bd90-4ad0-b2af-c8a99ae89616,AD-6761,CAMP-287,1,2025-06-25T18:34:44,"North Samuelburgh, Ghana",mobile
708c4c7b-855d-480d-bafe-1ed8ce7de33b,6e972946-d385-4ab4-8f8a-9e54a406e84f,AD-5157,CAMP-946,1,2025-06-20T18:20:57,"New Edward, Bahrain",desktop
a000c783-bd4a-45cf-a896-7dd93349fa12,3cc4f09a-ca1f-4ead-8442-764ce31c0b31,AD-8379,CAMP-987,1,2025-06-25T09:13:46,"New Colin, Monaco",mobile
82833353-8038-41ba-8cd6-f47372945abb,0f8e3acf-1871-47dc-b174-79254b6d4658,AD-9069,CAMP-483,1,2025-06-09T22:56:44,"Port Caitlin, Christmas Island",desktop
9251d178-ccee-4d56-8da5-ac78aedb5fdf,d231fd58-a4db-4f93-9209-af1b7dd82fb2,AD-7465,CAMP-955,1,2025-06-09T13:50:18,"Christinahaven, Bouvet Island (Bouvetoya)",desktop
8838aa8b-584d-47b4-8517-80e685cca8f0,a875572f-e46b-40d2-8cbd-c370f3f79b8a,AD-6633,CAMP-544,1,2025-07-05T19:01:46,"Martinview, Azerbaijan",mobile
924e7280-7116-42d3-8418-731ca93e1c63,15322f3d-0a03-4149-b6a0-4d5a86e3af8a,AD-4760,CAMP-185,1,2025-06-29T18:55:42,"Lake Michael, Greece",desktop
8df7ad5a-2309-41fd-8e41-6cbb5feb28a1,c8754fec-0507-4e6e-a502-2f5536df9944,AD-3972,CAMP-679,1,2025-06-09T22:32:20,"Lake Tonyaport, Micronesia",mobile
366babd9-4907-4bbb-9666-76cefd73b273,fde8a21c-618e-4a8b-81fb-78f946387fac,AD-2180,CAMP-352,1,2025-06-09T16:49:08,"Jacquelinehaven, Montenegro",desktop
50c42781-a1e8-46d6-bec3-4c88407c9a64,f29423dc-4447-4451-9f15-4c92c97020f5,AD-6337,CAMP-776,1,2025-06-10T10:14:13,"Bowenburgh, Chile",desktop
b5cbb920-0ab7-4058-9e32-6923d9d9d81d,449dfdbd-d0be-43bd-9eaa-1be9f480dd6f,AD-7190,CAMP-651,1,2025-06-20T18:33:09,"Pratttown, French Guiana",mobile
08cbfbde-a956-46cd-ad3f-6b191b743eaf,0f71db6a-90b3-43df-9a6a-36500738081a,AD-6124,CAMP-583,1,2025-06-15T12:07:00,"Theresaville, Montenegro",desktop
f19fc099-98d4-4aed-8910-984ef564ed41,e7124f35-2fa6-45fe-a98c-042b6e7b5afd,AD-1838,CAMP-221,1,2025-06-15T20:11:19,"Malloryside, Kenya",desktop
16e90c95-b9c4-41e9-9a34-479730d93f2d,529b23c1-bed2-4e75-ad10-3f2fb4a5125e,AD-8870,CAMP-861,1,2025-06-25T02:01:45,"Deannastad, Madagascar",desktop
d8eb201a-f091-431f-8f5d-b2f9d5fddcb4,d7f68ca3-6d85-40b4-bcfe-492f694ad670,AD-2856,CAMP-727,1,2025-07-05T11:30:36,"Port Carlos, Antarctica (the territory South of 60 deg S)",desktop
4bfc6e6b-bdf7-49c6-862d-097e0ffdffb4,cbfe5050-2659-45e0-a519-fec2b1247663,AD-4801,CAMP-486,1,2025-06-15T20:00:07,"East Faithmouth, Antigua and Barbuda",mobile
d974900f-3b5a-4ed1-9403-2d89dbb47e0c,63c50a32-b60b-40b9-996f-026ec44dec6b,AD-7748,CAMP-162,1,2025-06-27T01:46:25,"Kristyberg, French Polynesia",mobile
725f039f-5c62-43e0-af26-3ddd2ee4e31e,46dddce9-439c-44bb-9f73-bef68a782440,AD-2551,CAMP-831,1,2025-06-22T00:32:19,"West Amanda, Russian Federation",desktop
b3e6003b-5f29-4913-8ff2-5e1f13fd2b42,c5a0773b-7b28-4db9-bc3a-4afc93cb25a8,AD-7203,CAMP-105,1,2025-06-18T13:36:44,"Brendaborough, Jordan",mobile
20d33677-8d65-4f40-ae8e-c01ed583dacd,98cb3a7a-e718-4f3d-9c81-4da4d178508a,AD-6063,CAMP-276,1,2025-06-21T11:28:00,"South Chad, Ecuador",mobile
1ec3548e-8835-413d-8e12-d05c1b5681d8,27c0f0c5-edcb-4d35-b722-b7a436d740f1,AD-6718,CAMP-679,1,2025-06-26T08:29:29,"Rogersmouth, Iran",mobile
cea1a49a-ab2c-45c7-98f3-b08560064c62,94800350-c101-4334-a057-93c68f308d7c,AD-5878,CAMP-922,1,2025-06-14T11:34:36,"Grantfort, Monaco",mobile
03052380-d2d6-4aff-aeae-7cf536fb05ba,e59c25a3-ef45-436e-bd2a-67b969e58aa0,AD-1391,CAMP-719,1,2025-07-02T22:03:42,"East Jesseview, Swaziland",desktop
8bedba82-8547-4ba7-bd4c-b1ca7b31d2c4,6d6cf962-2255-4a3c-b1df-d37290414f48,AD-2846,CAMP-626,1,2025-06-26T23:29:35,"East Charlesborough, Kuwait",mobile
3b3347d1-bda7-4cbd-99a3-1b895b7331b1,9a34fc3b-3b2a-4d5d-a785-b06228cff8cf,AD-1293,CAMP-549,1,2025-06-10T09:46:32,"Reedberg, Palau",desktop
35183ae5-3cad-4d84-8334-be469ce73570,ac498b73-7437-4699-a1c3-0b61424107cf,AD-3769,CAMP-624,1,2025-07-03T00:50:29,"Rebeccachester, Spain",mobile
ef69a8d5-184d-4528-8ff9-842507c054ca,06a43750-5726-42ea-8b9f-aac542b2668a,AD-4656,CAMP-165,1,2025-06-27T16:00:16,"Bowmanton, Antarctica (the territory South of 60 deg S)",mobile
d10e13b8-da6a-46c1-b712-b64c5e59b643,92819c30-66c0-4016-894f-64ccc28ce496,AD-4181,CAMP-960,1,2025-07-01T05:21:34,"Prattton, Russian Federation",mobile
4979b0a2-1968-4853-956d-049d35bb8c00,ef81fd21-74b1-45d3-a90e-b76a3d48b785,AD-2446,CAMP-340,1,2025-06-10T03:41:45,"Lake John, Sweden",mobile
30c7b1b3-18d1-490b-8964-2be2cb5a9515,bb3a4768-5290-469a-b744-cebcedf1b2eb,AD-5571,CAMP-289,1,2025-06-11T19:12:18,"South Jonathanfurt, Kyrgyz Republic",mobile
481a80d3-a156-41fa-a54d-956f596c354d,0d9c0c76-75e1-4128-a8c9-71a235c42fb4,AD-9653,CAMP-590,1,2025-06-20T07:56:55,"Lake Brittney, Finland",desktop
3679ab29-fa81-4c9b-a069-0677cdb3e7e9,09cda79e-5b4a-4e9b-be94-8f5af4bf1218,AD-5523,CAMP-302,1,2025-06-09T12:33:06,"West Jessicaberg, Singapore",desktop
30d04bf6-b3ad-4d1e-ad08-e8252924a006,026b0994-d97e-4992-b998-b2a0076ea52a,AD-9669,CAMP-199,1,2025-07-03T12:19:04,"Crossburgh, Tonga",desktop
5541b7f4-2ce5-4088-a96c-bddab7651a78,4c5bfdce-1fbd-4477-a856-71c9b019afde,AD-1320,CAMP-618,1,2025-06-16T14:07:16,"Angelafurt, Northern Mariana Islands",mobile
abea650f-f535-456b-a683-351338b4bd74,9cb97464-7965-4205-b2aa-3d6d93f589e9,AD-3608,CAMP-467,1,2025-06-20T22:06:21,"Stacyside, Mongolia",mobile
7d63ac20-6d21-4cbd-a1c5-1ad50e8f1a9d,c9ffc8b3-45e0-4641-89dd-2a03205fa368,AD-8012,CAMP-923,1,2025-06-18T17:04:51,"West Destiny, Congo",desktop
1b3ec8aa-e811-44d1-b0f0-f6b633c2beb6,aa7f2970-be7a-48c9-824c-8c0dde12d6ac,AD-6197,CAMP-783,1,2025-07-03T21:34:45,"Pricefurt, Lithuania",desktop
7db2f0cb-d02e-4398-b1db-e2f702d35fbf,73fed4a1-b459-42e2-83fd-7b6f8ae9ce0f,AD-9186,CAMP-446,1,2025-06-17T06:57:59,"Tinaburgh, Luxembourg",mobile
011bc72a-610a-43d4-a541-2f37a155f23f,31e322bf-38a2-4219-9702-9cf71451e80e,AD-5665,CAMP-835,1,2025-06-20T12:30:10,"East Bradleyfurt, Albania",desktop
335c705e-52da-4cfd-a659-ec3db00bab9c,13362816-9cb0-4d44-b965-443e519b0d49,AD-2258,CAMP-865,1,2025-06-11T23:32:02,"Snyderside, Zambia",desktop
c0074e5a-88ce-45c3-ac6b-fde6fdbe70ea,8fcb1860-2c29-4572-888c-3d17adb20985,AD-6868,CAMP-681,1,2025-06-24T06:32:00,"West Theresaburgh, Netherlands Antilles",desktop
89432e5e-1482-4daf-88fb-9d68ea52feef,e6e8e7c8-14c7-48fa-857e-6944bb02238f,AD-5414,CAMP-374,1,2025-06-06T14:46:33,"Curtismouth, Singapore",mobile
f9324a6c-7248-464e-8571-fd44416ccc51,78d76ab5-c1f2-457f-9444-179ca413d558,AD-1537,CAMP-751,1,2025-06-07T01:46:22,"North Tonymouth, Chile",desktop
cfefd097-236b-436c-9474-996173680e22,af880da2-1837-472b-905f-79e5c7238c6d,AD-6058,CAMP-461,1,2025-06-11T14:28:52,"Jamesmouth, Mayotte",mobile
8fed6335-40ee-40d9-9e6d-d24f2cc90160,a305b7e8-9a2f-4b59-b72e-3e2923359f76,AD-5834,CAMP-215,1,2025-06-22T23:31:49,"North Tonyachester, Malaysia",desktop
751161c8-61de-4955-8c0d-f8dd246940c1,8bdaf20a-2de2-4cc5-9f79-850dde145ba3,AD-2338,CAMP-460,1,2025-06-07T21:42:07,"Port Joseph, Kenya",desktop
181ea6db-9588-4d3b-a97a-8a3b2daf688c,197f834c-c737-45cd-9cae-ddbaaaf260c6,AD-3014,CAMP-567,1,2025-06-28T19:19:03,"West Kennethbury, Trinidad and Tobago",mobile
16aac003-e084-4980-895c-805321893a8c,67d77db7-d922-474b-b74d-7b697f4d4231,AD-5878,CAMP-744,1,2025-06-24T08:21:01,"East Thomasberg, Gambia",mobile
56a639ff-915d-4ed4-bbf1-f3201711b6b3,f0af6dde-c615-43a9-8e43-523f38503b58,AD-4875,CAMP-538,1,2025-06-13T07:31:08,"Lake Jose, Cameroon",desktop
fc7cb0f2-2bbf-459c-a52e-6d0a2f820e4c,fbf178ab-56df-4c81-a3b5-27131e6899bc,AD-9324,CAMP-465,1,2025-06-19T08:20:11,"Spencermouth, United Kingdom",desktop
1169581d-e3eb-418a-8071-332ac42662e0,ae7b6850-f3c2-4f77-bf0c-b7beac7e56ae,AD-9003,CAMP-448,1,2025-06-21T20:19:58,"Hernandezstad, Tunisia",mobile
a7e64be8-b3b9-47b3-b0b5-dc7651ea7932,50b03a84-7a39-4df7-9d6f-002d5250645f,AD-8898,CAMP-906,1,2025-06-23T23:49:43,"Lake Michelle, Cayman Islands",desktop
1a2bdc01-4d2e-46c6-801f-827f4861e49b,974978d4-e363-4900-9ef8-b7009af894b7,AD-8086,CAMP-518,1,2025-06-29T18:26:17,"Danielside, Antarctica (the territory South of 60 deg S)",desktop
6500f215-aaad-4c28-b1fc-ef7dd4e18056,3e757eed-7db7-4ee8-b7c0-bdb987499262,AD-4866,CAMP-630,1,2025-06-18T16:02:11,"South Charlesmouth, Montenegro",desktop
7f6452c8-8b66-402f-a24a-64339495f3ad,ac9df2ed-740f-4126-afa8-5af8e5595fbe,AD-3864,CAMP-554,1,2025-06-07T08:52:14,"Brandtland, Vanuatu",desktop
cca497c3-5d60-4b40-8280-80224eca3a00,3ae205f6-eddf-4004-92a6-24eb6552feb5,AD-8040,CAMP-920,1,2025-06-22T09:14:09,"West Dianatown, Sri Lanka",mobile
d2c27b83-020d-43ea-bf6f-5677256c8c6a,25302dad-1122-4eea-8fc6-ab104a0991f6,AD-4579,CAMP-670,1,2025-06-19T03:24:39,"Robertbury, Guyana",desktop
e0605aa5-202e-43ba-b366-cbaf57353a54,b5337e56-e5cc-4c17-a250-c199f32db5e0,AD-9312,CAMP-580,1,2025-06-21T12:13:13,"New Timothyview, Russian Federation",desktop
0b8ae389-7e41-49ef-87a1-02f75ef866f2,6b8fd9ce-d85e-43c7-8de1-2ec6b653f94d,AD-4703,CAMP-411,1,2025-06-14T11:09:12,"Nguyenview, Morocco",desktop
06a2eb8f-aaab-4657-a979-ac4f4ac4a2c3,da58602f-b96d-487c-930c-47f8cd0fea78,AD-6296,CAMP-772,1,2025-06-20T00:20:31,"Port Michaelburgh, United States Virgin Islands",mobile
5ad9f1ff-b9b1-4c09-ab8d-c0a50ee73a22,5b7d29c8-9a82-402d-9300-fbfad5202ede,AD-5219,CAMP-120,1,2025-06-21T11:52:14,"Christinaview, Faroe Islands",mobile
f3493699-2971-46d6-82ba-c36800bf0ded,d15aa9b3-b3ae-4b1e-9e7e-c2fa9d1b7d44,AD-8035,CAMP-317,1,2025-06-15T22:17:20,"Stevensland, Botswana",desktop
76e9e112-c0fc-4eaf-8d0b-9446c3ae60a5,099a5221-2abf-4ad4-afaa-94809d15edbe,AD-3954,CAMP-767,1,2025-06-25T05:09:32,"Benjaminburgh, Bahamas",desktop
208fe1f4-1d9c-4f6c-9577-4b9197501d47,041fc8b0-165c-4ec2-8abc-208433b79e7d,AD-6287,CAMP-846,1,2025-06-22T07:37:06,"Richardsonhaven, Canada",mobile
13062fe3-102e-4296-89cc-eae51d84fdba,38c320e7-30f6-4ebe-bb62-b327ed427372,AD-6474,CAMP-945,1,2025-06-24T06:10:57,"Lake Joshua, Timor-Leste",mobile
9182f233-bcac-41d8-8a21-6dbdc24ac4d6,615cb084-46e0-4906-9e2e-e2e5e77ef341,AD-7940,CAMP-845,1,2025-07-02T20:16:04,"Cindyfurt, Netherlands",desktop
6ea69eaa-867f-4ba5-8a1d-6a679d7b933a,d761cd91-1017-4d54-a914-e8d0a39cb198,AD-5162,CAMP-696,1,2025-07-01T00:18:17,"Collinsfort, Monaco",mobile
acdea6cd-dddd-456f-90cb-ce4ad32471e9,66eb201a-be78-45c0-90cf-4a3836215a7e,AD-1270,CAMP-397,1,2025-07-03T10:39:59,"Andersonside, Bosnia and Herzegovina",mobile
4e5bbe27-e00a-490d-89c2-51bf6e38c9aa,ca9773a8-0200-4083-ba19-fcf1253f9422,AD-7451,CAMP-365,1,2025-06-30T02:43:19,"Lisaton, Australia",mobile
214f79da-ff3e-41cf-9182-39deb2c477d7,0a89dd32-ebc6-4a33-a760-384bcde2943c,AD-6285,CAMP-465,1,2025-06-07T09:09:32,"East Davidberg, Macedonia",desktop
94ddf689-f123-4e76-aeb4-30d80ae2aea3,da08d47c-dfdb-4791-b87f-909cf5560be9,AD-7040,CAMP-894,1,2025-06-22T12:57:00,"Ethanbury, French Southern Territories",mobile
536e8ca3-c145-4dea-8ea5-e4269653ce34,6164752e-b71a-4c73-b78f-03cac3fd3fae,AD-8154,CAMP-127,1,2025-06-08T02:47:35,"East Samantha, Turkmenistan",mobile
50a1562c-329d-46d3-8b0e-a3e86fdb42bb,35df20d2-c675-4147-aac2-aa1e10de4b6e,AD-2708,CAMP-656,1,2025-06-27T21:50:39,"Fisherchester, Belgium",mobile
ad89e576-040b-495f-a9c3-4637a43f3942,1c7d647d-92d6-40d1-9298-4c8af40bb8d2,AD-9199,CAMP-837,1,2025-06-13T12:29:34,"West Stephanieborough, Lebanon",desktop
01aef343-b681-424d-af4c-227d38d9ca5a,1db01d9a-a148-40ed-a36e-4cf60362e598,AD-1062,CAMP-119,1,2025-06-23T03:48:01,"Port Edwardport, Colombia",mobile
73141852-d3b7-4653-a622-8d09f7667a95,90cc98bf-9f13-48f6-93ef-d54369b39e2e,AD-4128,CAMP-723,1,2025-06-20T00:00:35,"Ronniefurt, Liechtenstein",desktop
037853f1-8f6c-47db-820c-e0f26d6c9899,8d63a5b9-7024-47e5-ad7f-f1354a1ba7b4,AD-5657,CAMP-621,1,2025-06-08T10:50:50,"North Lisabury, Malawi",desktop
77506496-41e4-4124-b9a6-b6a4eecdfa3f,78b64f89-1d9c-4494-a56d-3eb1e4c19569,AD-9819,CAMP-249,1,2025-06-06T18:00:08,"North Kyle, Holy See (Vatican City State)",mobile
c46897c3-a16b-452c-b363-a2eb92190bba,0f0479a0-19bf-4a2b-a66f-13f3fd7010d1,AD-7287,CAMP-255,1,2025-06-07T18:42:20,"West Jenniferhaven, Cuba",desktop
b5dd0d5c-73dc-4001-8f70-a532f837778b,6113c730-d2a8-4762-85ff-f3da136bf556,AD-1502,CAMP-664,1,2025-06-25T11:19:39,"Jenniferhaven, Saint Martin",mobile
e3719bef-33d3-4177-b5b4-3b65a26231d2,bfe24a25-22b6-410e-8b53-aba099eec0e1,AD-6123,CAMP-321,1,2025-06-21T21:13:34,"South Kellieborough, Cote d'Ivoire",desktop
b6d3525d-fcae-4960-8f74-45bb4a7561e9,98f263a3-e41b-42e0-98ef-096076dfe70f,AD-7658,CAMP-957,1,2025-06-17T17:48:19,"Fowlerview, Tuvalu",mobile
412196eb-b076-4414-abc6-e3ec8b5fff3a,18c9257a-4716-4db8-9e9e-6c7225935c94,AD-1317,CAMP-877,1,2025-06-08T06:14:04,"Ellenville, Costa Rica",mobile
fe2febf2-6a17-4f53-a7be-a778086557c3,8171802a-5284-4be4-9c2c-73fcff85a59d,AD-3088,CAMP-459,1,2025-06-13T19:11:48,"Simpsonton, United Kingdom",mobile
0c24574e-6e37-491d-9786-d81c08fd30bf,a84cb2b3-ef79-4d03-9763-cc2c9b0b2adf,AD-5580,CAMP-770,1,2025-06-12T10:33:31,"South Tammy, Bouvet Island (Bouvetoya)",desktop
567a661f-717e-4cf6-9dec-5d6c322638fa,0e7b464f-65eb-449b-8d67-a528f6013ad4,AD-1133,CAMP-370,1,2025-06-29T09:37:47,"Jesusburgh, Kuwait",mobile
34c87690-7a47-4efb-9759-956cec3ca7df,f3b7c95d-fca5-484a-95ca-0d97899e8d65,AD-5399,CAMP-351,1,2025-06-25T17:15:32,"North Amandaview, Swaziland",desktop
72e51702-46f8-484a-9812-19f9e80a7870,c66fed01-2562-4733-8f3d-bc3bdebd9235,AD-5500,CAMP-439,1,2025-06-21T13:06:09,"Fergusonbury, Antarctica (the territory South of 60 deg S)",desktop
004fc42a-bd52-4e83-848f-2c1bdd000567,278ad155-45c1-4c76-838a-20c31bc1e297,AD-5202,CAMP-299,1,2025-06-09T08:35:14,"Danielshire, Vietnam",mobile
1064e882-de06-49a1-ad90-d46f125ec2fe,88224ebe-3eb3-49b4-81ff-197fee472b95,AD-1222,CAMP-265,1,2025-06-30T19:33:51,"New Adrianatown, Norfolk Island",mobile
c23c4015-9715-4926-86c6-c7a74aff3d37,24720e21-d747-42ff-88c2-80b0c9d40e3e,AD-9247,CAMP-179,1,2025-06-29T09:20:58,"Catherineport, Cuba",mobile
b1ccac68-a967-46fc-8d68-577c57af69ed,69b5dcce-b73e-447a-9e93-f8100dbe0b5f,AD-8637,CAMP-595,1,2025-06-20T17:52:13,"Martinezmouth, Solomon Islands",desktop
e4745dd6-cf81-473e-a15a-9493091c208a,caaab133-7fdf-439c-8633-6740d73bae9f,AD-4741,CAMP-970,1,2025-07-05T20:00:44,"Lake Amyshire, Bermuda",mobile
2e578ee0-733b-4871-a665-3358ae3f4729,e12470f3-a171-4a52-b379-d7c8ae6f4921,AD-9536,CAMP-107,1,2025-06-10T11:42:26,"Davisborough, New Caledonia",mobile
f54408a1-88d9-465f-aabf-74029b206988,8076d9b8-5fd1-4b97-9f9d-db04356d1048,AD-3814,CAMP-795,1,2025-06-14T21:31:43,"Scottmouth, Ghana",mobile
9dc4e4e3-b3d4-486b-829c-39aae9f714c0,b96c114a-e55f-41ee-8d81-49fff3a13727,AD-3955,CAMP-205,1,2025-07-05T22:24:11,"Waremouth, Morocco",desktop
51f644a7-17c4-4833-8849-3e66b9b5e877,eab8a6e4-69e6-4c46-9193-3b5e9b6f855a,AD-2373,CAMP-692,1,2025-06-11T01:57:01,"Port Ashleymouth, Singapore",mobile
d6c57f19-1ca4-4220-ad04-ecab43d54a47,396c63f2-c26e-4057-a3ad-8e83c535ef19,AD-4178,CAMP-447,1,2025-07-03T00:06:01,"Lake John, Tunisia",mobile
07579bd2-9e13-4128-ad7c-67bf3a62958d,aa10ae3d-4eee-44b1-aad8-d8635c4680a5,AD-7024,CAMP-660,1,2025-06-24T06:45:24,"Port Denise, Tunisia",mobile
59f6c7ec-dc1c-4acc-b4bc-53cb022be366,aca44be3-29b8-4c06-a74f-215e7e178665,AD-3358,CAMP-846,1,2025-06-16T23:46:26,"Perkinsland, Niger",mobile
696a9c58-8f7c-486f-8e1d-50fe7473e4b2,c2c538be-13d5-4f40-a413-683457e0cb14,AD-4239,CAMP-643,1,2025-06-08T15:57:51,"Danaland, Saint Helena",desktop
